,title,casts,description
846,龙争虎斗 普通话版,"李小龙,石坚,茅瑛,约翰·萨克松",简介：少林叛徒韩先生（石坚 饰）背叛少林后，斥资买下一座小岛将其改造成私人王国，韩先生及一干手下在岛上制贩毒品，强迫女性卖淫，警方欲将其绳之以法却苦无证据。少林高徒李...详情
847,龙争虎斗 英文版,"李小龙,石坚,茅瑛,约翰·萨克松",简介：少林叛徒韩先生（石坚 饰）背叛少林后，斥资买下一座小岛将其改造成私人王国，韩先生及一干手下在岛上制贩毒品，强迫女性卖淫，警方欲将其绳之以法却苦无证据。少林高徒李...详情
848,龙争虎斗 粤语版,"李小龙,石坚,茅瑛,约翰·萨克松",简介：少林叛徒韩先生（石坚 饰）背叛少林后，斥资买下一座小岛将其改造成私人王国，韩先生及一干手下在岛上制贩毒品，强迫女性卖淫，警方欲将其绳之以法却苦无证据。少林高徒李...详情
849,我是谁 英文版,"成龙,法拉美穗,山本未来,罗恩·斯梅尔扎克",简介：三名科学家在非洲大陆发现了一种神秘的矿石，这种矿石具有极强的杀伤力。就在这三名科学家携带矿石返回的途中，美国中央情报局派出了由11名来自不同国家的特种兵组成的特...详情
850,警察故事续集 普通话版,"成龙,张曼玉,陈国新,楚原",简介：英雄警察陈家驹（成龙 饰）又回来了。不过，性格火爆、直言不讳的他这次因为不满意上司放走了一个极其危险的重犯而和上司吵翻了，愤然辞职。脱离了警察生活的家驹和女友去...详情
851,黄飞鸿之西域雄狮 普通话版,"李连杰,关之琳,熊欣欣,陈国邦",简介：黄飞鸿（李连杰 饰），十三姨（关之琳 饰）和鬼脚七（熊欣欣 饰）三人远赴美国旧金山，只因一年前牙擦苏（陈国邦 饰）在美国开设宝芝林至今终于扎下了脚跟。黄飞鸿于路...详情
852,杀手之王,"李连杰,任达华,曾志伟,梁咏琪",简介：一名老人在中日战争时期被日本财阀杀害了全家，故此他请了世界第一杀手刺杀财阀。财阀被杀后，他生前设立的复仇基金启动了，查出并杀死幕后指使者的人能得到一亿基金。全世...详情
853,鼠胆龙威 1995,"李连杰,张学友,邱淑贞,曹查理",简介：爆破专家李杰（李连杰 饰）一次因执行任务判断失误，亲眼目睹妻儿被活活炸死，伤心欲绝辞去公职，一面寻找杀死妻儿的凶手，一面化名大胆，为天皇巨星龙威（张学友 饰）出...详情
854,功夫 普通话版,"周星驰,元秋,元华,黄圣依",简介：1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大...详情
855,黄飞鸿之西域雄狮,"李连杰,关之琳,熊欣欣,陈国邦,Jeff,Wolfe,龙刚,吴耀汉",简介：黄飞鸿（李连杰 饰），十三姨（关之琳 饰）和鬼脚七（熊欣欣 饰）三人远赴美国旧金山，只因一年前牙擦苏（陈国邦 饰）在美国开设宝芝林至今终于扎下了脚跟。黄飞鸿于路...详情
856,青蛇之万兽城,"林禹,肖博,金雅娜,居来提,易正福,莫美林,王亚楠,黄永刚",简介：苏州城内万妖割据，法师保护百姓，与妖族对立，然一夜之间，随着不明身份的千年青蛇突现，众妖神秘死亡，人类也惶惶不可终日。新晋法师樊海出手降妖，却意外发现了众妖围剿...详情
857,黄飞鸿之西域雄狮 粤语版,"李连杰,关之琳,熊欣欣,陈国邦",简介：黄飞鸿（李连杰 饰），十三姨（关之琳 饰）和鬼脚七（熊欣欣 饰）三人远赴美国旧金山，只因一年前牙擦苏（陈国邦 饰）在美国开设宝芝林至今终于扎下了脚跟。黄飞鸿于路...详情
858,战斗天使,"赵硕之,胡永涛,张婕,朱名愚",简介：影片讲述在2050年，人们通过VR进入虚拟世界生活，包括学习、工作、购物、结交朋友。上海的斋藤集团坐拥全世界27亿在线用户，是世界上最大的VR公司。 一天早上，...详情
859,警察故事3：超级警察 普通话版,"成龙,杨紫琼,张曼玉,曾江",简介：这集，神勇干探陈家驹（成龙 饰）将远赴大陆，化身囚犯打入国际军火毒品走私集团的内部。在大陆美女公安杨建华（杨紫琼 饰）的帮助下，家驹顺利接近了正在服刑的集团成员...详情
860,警察故事3：超级警察 粤语版,"成龙,杨紫琼,张曼玉,曾江",简介：这集，神勇干探陈家驹（成龙 饰）将远赴大陆，化身囚犯打入国际军火毒品走私集团的内部。在大陆美女公安杨建华（杨紫琼 饰）的帮助下，家驹顺利接近了正在服刑的集团成员...详情
861,天地有情之兄弟,"汤镇业,周浩东,饶天亮",简介：叶子豪和妻子上官倩经营实体玉石生意，家境也算富裕一族，可叶子豪喜欢冒险，总觉得平淡的生活中缺少了什么。这天，叶子豪在街上认识了林浩，两人意气相投，很快聊的火热。...详情
862,东北插班生2虎啸风声,"史元庭,陈昊森,王宣,张殿伦",简介：日本商人松本用酒水贸易来掩盖自己做倒卖人口的生意。随着他的势力越来越大，他急需更多的人来填充自己的黑市，于是他盯上了王虎叔叔的酒吧，以酒商的名义进行合作。 几年...详情
863,二代宗师 2019,"张致恒,金丽婷,钟一宪,高维蔓",简介：凤凰门第八代掌门谭美丽从未把自己当成一名职业拳击手，靠着家里留下的一代宗师的牌匾，到处参加综艺节目、客串电影，一心想成为捞快钱的娱乐明星，因此遭到很多观众的冷嘲...详情
864,绝命心魔录 2019,"童苡萱,二龙,小苍",简介：左哥之前是大马首富的一名贴身保镖，但20年前遭遇意外后身患残疾。女儿出国不久，遭遇失踪，报警无果后，左哥决定亲自去大马查清楚。李文和王策作为左哥的助手协助调查这...详情
865,锤神,"龚玥菲,舒杨,陈亚雷,巩金悦",简介：在遥远的未来，地球受太阳风暴影响，地心开始融化，随后全球火山爆发。为了生存，以刀霸和美杜莎为首的各方势力为争夺生存资源，不断发动战争，巴沟村村民崔福来因为外星能...详情
866,陈真之拳镇山河,"黄劲棠,鑫垚,陈泳圻,刘勇",简介：民国军阀时期，日本野心家妄图在奉天挑起事端。纨绔子弟陈真因误入对家圈套，家道中落。陈真曾与孟如晦之女孟清秋有一纸婚约，因此被收留。为重振家族产业合生堂，陈真开始...详情
867,虫族,"顾佑明,李方丁,陆翊,特洛伊",简介：未来东方世界，外星虫族妄图控制人类，危险一触即发，天野带领的正义部队历经艰难终于击败来敌。希望曙光来临之际，天野被世人奉为英雄，但他却发现，自己成为幕后黑手的待...详情
868,潜龙夺宝,"欧上上,韦雨贝,王梓安,胡范范",简介：主人公高大威、瘦波是一对励志成为神探，却又各种惹是生非的活宝。在一次活动中高大威、瘦波无意缉获了李泰昆收藏的古董，发现并不是一起普通的盗窃案。在一次派对上李泰昆...详情
869,绝地逃生,"文东俊,李蔓绮,遇泓羊",简介：素昧平生的十个人因为共同的目的地拼车前往中国西部的荒漠地带，途经新疆戈壁无人区时，因为一个诡异的“意外”导致汽车出现事故，一行人便原地安营扎寨等待第二天白天再行...详情
870,豹子头林冲之白虎堂 2019,"文东俊,鲍丹,薛祺,宋恺",简介：北宋末年，八十万禁军教头林冲凭借一身高超武艺被太尉高俅所倚重。一次携娘子出门上香，在街头结识了意气相投的鲁智深，两人相见恨晚，惺惺相惜。然则美貌的林娘子被高俅之...详情
871,伏魔罗汉,"刘煜,朱利安",简介：影片以江流儿成长为中枢焦点，讲述了江流儿在顿悟入佛门成为一代大师“玄奘”之前的人生经历。影片中核心冲突点是在面临被灭门的仇恨和天下苍生之间该如何选择，江流儿终不...详情
872,干将莫邪之雌雄双剑,"李文俊,卓煜茜,冷海铭,吕承道",简介： 铸剑大师欧冶子舍生取义，帮助正直淳良的青年干将前往楚国铸剑，并借机刺杀穷兵黩武的无道暴君。而干将与莫邪的爱情经历了阴谋与误会的考验，也更加坚贞不渝，...详情
873,古剑奇谭之伏魔纪 2019,"赵天宇,徐鹤尼,关畅,小爱Arielle",简介：影片围绕着一把上古魔剑“焚寂剑”展开，主要讲述了热血青年项小天与青云派弟子上官灵羽结伴护送魔剑的过程中相知相识，并逐渐走到一起的故事。...详情
874,毒战生死线2,"九局,黑海,王晗",简介：边境缉毒警齐思宇接受上级任务，单枪匹马来到边陲小镇，卧底调查新型毒品蓝色妖姬的来龙去脉。齐思宇凭借身手获得毒贩轩哥信任。轩哥此时正与境外毒贩接触，准备交易大量蓝...详情
875,飞鱼服,"张弛,王艺涵,马玥彤,谢昀杉,赵韩樱子",简介：明正德五年，东厂和锦衣卫明争暗斗，宦官当道，渐有和皇权、内阁分庭抗礼之势，官官相护，冤案无数，一时间民怨四起，民不聊生，百姓苦不堪言。锦衣卫神探陆翀与发小白晓毅...详情
876,釜山行,"孔侑,郑有美,马东锡,金秀安,金义城,崔宇植,安昭熙,沈恩京,禹都临",简介：证券公司基金管理人石宇（孔侑 饰）光鲜精干，却也是个重利轻义之徒。妻子为此与之决裂，女儿秀安（金秀安 饰）则对如此自私的父亲越来越失望，决定前往釜山和母亲生活。...详情
877,大明女镖师 2020,"娄舒妤,苏月,贺敬轩",简介：明朝正德十六年，朱厚照突染重疾，命在旦夕，因膝下无子，只能将皇位传给远在湖广的堂弟朱厚熜。 兴王朱厚桢为夺取皇位，意图在朱厚熜回京途中进行劫杀。朱厚熜为顺利回京...详情
878,突袭之丛林脱险,"陈旭明,胡博,曾凡子,程思嘉,王品一",简介：CRC雇佣兵长岳带领小队寻找失踪的“达芬奇密码桶”。长岳遵从金主阮成则的指示先从恐怖组织中救出了具有打开密码桶能力的通灵怪女贡布欣，顺便营救了同样被绑架在此的考...详情
879,神拳无敌,"石阿奇,宋若冰,沁坤",简介：天生右手神拳的功夫小子吴迪，在一家拳馆给拳手做陪练工作，在下班的途中遇见了一个记者被一群黑衣打手追杀，正义心使然的吴迪在见义勇为的过程中，误打误撞意外卷入一场恶...详情
880,双世神灯,"宫正楠,袁伶嫣,程东,冀涛",简介：圣母娘娘被关押华山十五年后，沉香成长为一个普通聒噪的市井之徒，与乞丐哈奴曼称兄道弟，意外救下前来寻找宝莲灯的璎珞，并与追捕璎珞的道士道不同不打不相识，在打打闹闹...详情
881,赛车女孩,"格瑞思·范·迪恩,肖恩·派特里克·弗兰纳里,克里斯蒂娜·摩尔,卡斯帕·凡·迪恩,阿曼达·达特曼,约翰·杜西,Matthew,Joel,Kranyak,大卫·格里德利,Mathew,Lipisko,Cameron,McKendry,Jack,Kelly,塞思·梅里韦瑟,克里斯托弗·迈克尔·霍利,Ellison,Ashton-Isa,Chris,King,Wong,阿里·阿夫沙尔,威廉·W·巴伯,迈克尔·J·格温,杰夫·里帕瑞,霍梅洛",简介：当一个叛逆的少年踏上独自与自己的根源联系的夏季之旅时，她发现自己处于一个新的世界，为自己的一生做好了准备，并发现自己一直在努力。...详情
882,铁甲狂猴2决战黎明,"岳松,陈之辉,周开开,尹艺臻,杨骏,李长海,姜宝成,杨晨露,张钿悦,高晨",简介：“天狼舟”杀手雷霆救走老大苍穹赖以换心续命的少女小洁，帮内顶级高手博士、银狐追杀而至。犹如荒漠孤岛的钢铁城中，生死决战一触即发，雷霆面对“铁甲狂猴”家族维护末世...详情
883,秋寒江南 2020,"孙健淇,刁秋语,刘语乔,吴一凡,汤维文,张歌,杨舒枫,李雨蔓",简介：《秋寒江南》讲述了默默无闻的镖师时非我(孙健淇饰)一剑挑四皓，从此名声大噪并成为了四平镖局的总镖头，并被委以重任护送江湖宝物——神龙令后发生的系列故事。护镖途中...详情
884,大圣伏妖 2018,"樊少皇,何蓝逗,罗鸣,贾云哲",简介：西天取经五百年后，如来圆寂，金翅大鹏祸乱三界。孙悟空为拯救三界，口含如来舍利降世人间。在召集师弟沙悟净、朱悟能的过程中，悟空终于领悟舍身取义的无量佛法，蜕变真身...详情
885,丛林敢死队 2018,"苗大壮,程琢,范子绮",简介：富家公子哥唐剑物质无忧但身不由己，为向父亲证明自己，报名参加了一场位于湄公河丛林里的军事模拟竞赛。他邀请擅长枪械的烟枪组成小队，并许诺将个人奖金全部给予烟枪。烟...详情
886,杀人蜂入侵,",张亚奇,洪芳,于心妍,温哲轩,游飞,苏钢,杰古,沃立克",简介：某科研小组在死亡岛进行试验，过程中，数以万计的杀人蜂冲出了实验室，疯狂攻击科学家与工作人员，一夜之间小岛血流成河、尸横片野，实验室更是一片血肉模糊，残肢断臂的景...详情
887,狄仁杰之无头神将 2018,"刘屹宸,孙振鹏,石恩心,汤维文",简介：武则天登基前，“无头神将”怪物奇袭皇陵，屠杀官兵和工匠。武后派民间神探狄仁杰调查此案。狄仁杰多次涉险后终于发现幕后黑手的身份和无头神将的真面目。敌人袭击祭天大典...详情
888,征途 2020,"刘宪华,何润东,罗仲谦,林辰涵",简介：故事发生在虚构的中原大陆。十国之中，南赵国与北燕国比邻而居。为了防御日益强大的北燕，南赵举办比武大会，选拔将才。消息传到偏僻的清源村，村民东一龙想成为家族的举旗...详情
889,青蛇2020,"林禹,肖博,金雅娜,居来提",简介：苏州城内万妖割据，法师保护百姓，与妖族对立，然一夜之间，随着不明身份的千年青蛇突现，众妖神秘死亡，人类也惶惶不可终日。新晋法师樊海出手降妖，却意外发现了众妖围剿...详情
890,南诏风云之忠烈者 2020,"施宁,段云娇,甫枭虎,孙木子易",简介：故事发生在南诏王阁罗凤重病，其孙异牟寻准备登基为王时期，阁罗凤之子凤伽异早逝，其子异牟寻聪慧能干，善于抚慰百姓，但因异牟寻年纪尚轻，内有众多大臣不愿归顺于他。只...详情
891,乱世之定秦剑 2020,"牟凤彬,郝怡霖,赵启航,杨奇雨",简介：群雄纷乱的秦朝，秦始皇一统天下之后，秦朝即将面临被赵高篡权的局势。一时间英雄豪杰四起，共同守护可以稳定天下的定秦剑，以免落入贼人之手。战戟虽已沾满鲜血，姬廉(牟...详情
892,陆行鲨,"成思宇,罗立群,奚美丽,唐鑫小胖,杨永,脑门额尔德尼,刘航宇,马丽,谢维娜",简介：医药公司老板钱程斥资建立了一座位于密林深处的生物制药研究实验室，通过改造鲨鱼的基因来研制一种新型的抗癌药物，然而就在该药物即将大量投入生产时，一场巨大的危机也悄...详情
893,佩里亚复仇 2019,"徐冲,李辛喆,王子宸",简介：东欧小镇佩里亚结婚后定居下来，佩里亚地处西亚和西欧交界处，地缘政治的变化，导致黑帮武装勾结地方议员控制非法贸易，要霸占佩里亚的平民地产，乔林的妻子也被绑架。身怀...详情
894,西游传奇之宝象国斗神纪 2019,"涂圣成,蒋芸,冯薪朵,查杰",简介：该片讲述了孙悟空分身为神体行者和凡人悟空，寻恩报恩的故事。孙悟空不顾唐僧阻拦，欲报恩小妖月如，但在清心咒作用下分裂成一心报恩的悟空和一念修行的行者。一心报恩的悟...详情
895,时空密码,刘宏达,简介：教授为了证明灵魂的存在，希望用周燕病危的父亲做实验不愿和父亲生离死别的她同意了这个疯狂的实验。暗恋周燕的学校保卫科长设计陷害何教授，令其遭到开除。贪婪，嫉妒与凶...详情
896,狂妃千寻2(2018),"杨清,张天野,孙浩然",简介：龙熙王朝的姜家家中男性莫名的接二连三暴毙而亡，似被恶魔诅咒。龙熙帝也接到了奏章，却对传言嗤之以鼻，暗中却派三皇子龙天若去通知沈千寻断案。...详情
897,锦衣神探 2019,"钟正,蒋毓玮,王亚楠,任希鸿",简介：山西总兵屈伟和独孤九箭在护送“金钱和美女”进京途中离奇被杀，而其随身宝刀“孟劳”却出现在江湖大盗陆坤手里，六扇门女捕头石依依、屈伟好友锦衣卫沐斌擒获陆坤，却发现...详情
898,七剑下天山之七情花 2020,"陈奕,张雅卓,许政国,张竣杰",简介：江湖门门主纳兰容若为擒获掳掠女子的江北三魔设计引蛇出洞，关键时刻却被离魂症发作的桂仲明干扰导致计划失败。冒浣莲和桂仲明在帮助纳兰容若一起擒拿江北三魔途中，冒浣莲...详情
899,灵兽,"康宁,张鑫",简介：在遥远的部族里，豢养着一只来自雪啼山的灵兽，妖人黄皮子得知后带人前来抢夺，不料在众人恶战之时，灵兽趁机逃脱，黄皮子和部族女战士完颜槿为追灵兽来到钦天城。完颜槿意...详情
900,青蛇:万兽城,"林禹,肖博,金雅娜,居来提",简介：苏州城内万妖割据，法师保护百姓，与妖族对立，然一夜之间，随着不明身份的千年青蛇突现，众妖神秘死亡，人类也惶惶不可终日。新晋法师樊海出手降妖，却意外发现了众妖围剿...详情
901,湄公河行动 2016,"张涵予,彭于晏,孙淳,陈宝国",简介：金三角湄公河上，一处被称为“鬼门关”的河段，两艘来自中国的商船遭到不明身份之人的枪击袭击。未过多久，泰国军方召开新闻发布会，指责中国商船贩卖毒品。虽然发布会宣称...详情
902,灵案神捕之东瀛魅影,",林潇,魏小也",简介：新皇登基，朝局不稳，边关将领韩忠携子韩超回朝维稳。恰逢此时，手握边关兵符的六王爷惨死，为防止兵符出城，皇上下令封闭城门三日。同时为安民心，亲派韩超等人查获六王府...详情
903,封神榜·妖灭 2020,"孙雪宁,周浩东,许凝,黄一晗",简介：商朝末年，狐妖妲己受女娲之命入宫，纣王不仅是妲己的恩人，也是妲己恋慕之人。在经历后宫中的争斗以及姜子牙的铁血手段后，妲己逐渐明白人心的险恶，只有不择手段才能打破...详情
904,狼群行动2(2020),"樊少皇,梁霆炜,李俊瑶,苑航铭",简介：电影讲述了记者李维维因在依达共和国拍下了当地敌军杀害平民的证据影像而险些被害，负责保护维维和影像证据的狼群小队接到任务前去救援，六人快速撤离只为按时赶到安全的撤...详情
905,利刃破冰,"张子健,王雨甜,柏华力·莫高彼斯彻,沈保平,石兆琪,王艳,孔雀哥哥",简介：刑事案件侦察队队长林浩然和战友们受命将毒枭绳之于法，他们以大无畏的牺牲精神和高科技手段与毒枭们斗智斗勇，从蛛丝马迹中发现线索，不畏艰难，一举破获了海州市建国以来...详情
906,伏虎武松 2020,"袁福福,闫佳颖,张亚奇,吕宇",简介：景阳冈猛虎伤人，虎患谣言民心飘摇，辽国皇子借机破坏宋金结盟，江湖恶人助纣为虐。虽然危机重重，硬汉武松也要凭一双拳头粉碎天下万恶。...详情
907,精武村大侠,"黄益龙,夏文希,钱门超",简介：电影《精武村大侠》讲述农民工；牛润田，为了救治患病的妻子，进城务工，一路上见义勇为，偶遇千金小姐于菲菲将其救下，并当了其私人保镖，因此也卷入了以李雄为首不法分子...详情
908,九叔归来,"葛帅,樊煦,高兴,赵悦杰,陈市龙,石来恩,曹忆,董晓飞",简介：民国初年，吉祥镇九叔师徒行医济世，小镇接连出现命案，受害者在被咬伤后均死于某种疾病，九叔师徒开始了一场奇趣爆笑的追凶之旅，最终发现凶手是一些为了躲避灾祸藏于深山...详情
909,巨兽风暴 2020,"房鑫,肖涵,刘君",简介：通过亲情、友情、爱情的一部冒险灾难片，讲述了为了研制特殊药物而引发的一场灾难。陈毅南为了复仇而制造了一场特殊邀请从而揭开了事实的真相，在真相面前释放几年前的巨兽...详情
910,绝世古镇之九宫八卦门,"王双宝,彥茗,王嫚笛,侯桐江,磊子",简介：民国初期，易学传人张天铭、姜大愚和葛小骨，机缘巧合下，分别收到了一封神秘的请帖，与此同时，不学无术的凌伍二，也收到了邀约。 随后，四人按请帖指示，相聚在一座豪华...详情
911,绝世战魂 2020,"黄宥天,朱丽岚,金玄雨,赵熠洋",简介：妖族有至宝名为妖帝血晶，历代妖王凭借妖帝血晶的力量肆虐人间，魂侠萧轻雪从妖王蚩虺手中抢走血晶，准备带到天劫谷焚毁。市井少年秦南一心想成为魂侠，可惜始终无法觉醒武...详情
912,捍战 2020,"罗伯特·克耐普,阿尔贝托·兰切洛蒂,托马尔·奥兹,王雨甜",简介：一群身在异乡的海外华人用生命捍卫着“华人团结”这几个字。当他们面对亲人被绑架时勇敢挺身为尊严而战。他们不曾忘记自己是炎黄子孙而永斗武装悍匪并成功解救被绑架人质。...详情
913,沙海烛龙,"彭禺厶,杜奕衡,何宜蓉,Yirong,He,洪天照",简介：由魏玉海导演执导，彭禺厶、杜奕衡、何宜蓉、洪天照共同出演的冒险动作巨制《沙海烛龙》日前正式宣布定档，于7月31日登陆爱奇艺平台与观众见面。 影片融合探险、动作、...详情
914,终极斗士2,"迈克尔·加·怀特,斯科特·阿金斯,Eli,Danker",简介：昔日的重量级拳击冠军乔治（迈克尔•加•怀特 Michael Jai White 饰）在俄罗斯拍摄广告度日，某天他的家被人闯入后放置了大量毒品，于是乔治因贩毒入狱...详情
915,最后的锦衣卫:鸡缸杯,"申琦,张颖颖,石天龙,常海波",简介：明朝锦衣卫中的贺氏家族，世世代代守护琉璃鸡缸杯，经过传承到现代，杯子被盗宝猎人盯上，杯中隐藏着巨大的秘密，但无人知晓，主人公李莫寻，儿时遇袭，被贺氏家族传人救出...详情
916,驯鹰者的崛起,"罗伯特·帕特里克,帕皮·德雷顿,汤米·弗拉纳根,艾莉森·杜迪,亚历克斯·马克尼科尔,洛奇.迈尔斯,Oliver,Trevena,Alina,Kovalenko",简介：1241年，成吉思汗的儿子们率领的蒙古大军西征，所到之处生灵涂炭。当他们抵达到达喀尔巴阡山脉时，当地猎人贝尔库特兄弟秘密进入营地蒙古并释放了被挟持人质。愤怒的蒙...详情
917,新编宝莲灯,"曹峻祥,关思慧,赵毅新,廖蔚蔚,邓紫飞,丁雷,荣乙沣,郭金杰",简介：女娲取天火补天，粹天地精华幻化宝莲灯，赐三圣母为护体法器。后三圣母恋凡人刘玺，遭天庭派杨戬镇压与华山，三圣母之子沉香长大后拜师孙悟空，习得满身武艺，欲夺回宝莲灯...详情
918,武神苏乞儿之黄金海盗,"赵珈萱,陈信喆,王李丹妮,徐少强,易勇名,赵中华,苏晓言",简介：清朝末年，海盗猖獗，民不聊生。丐帮帮主苏乞儿与留洋归来的进步女青年陈欣怡不忍百姓被欺，组建民兵团抗击海盗。然而，海盗和日本人勾结，民兵团全军覆没，面对内外夹击，...详情
919,江东战神少年周瑜 2020,"李先时,王子宸,孙瑜,贾金龙","简介：传国玉玺刻有""受命于天 既寿永昌""字样，是国家之本。东汉末年，天下大乱，传国玉玺不知去向。孙坚于洛阳宫内井中寻得传国玉玺。其时天下枭雄四起，皆欲窥探汉家江山。后...详情"
920,古剑奇谭之流月昭明,"王力宏,宋茜,高以翔,高圣远",简介：长安少侠乐无异（王力宏 饰），为追寻偃甲大师谢衣（高圣远 饰）的下落，与富家公子夏夷则（高以翔 饰）和百草谷天罡战士闻人羽（宋茜 饰）在海市博卖行相遇，并意外牵...详情
921,武动乾坤,"王珞嘉,李觅尔,张亚奇,黎真安,昆仑,程涛,张集骏,周卓,于鹏",简介：英雄林动不满恶霸雷氏父子欺辱，于是为了宗族自由勇闯青阳镇狩猎大会。他在机缘巧合下获得神秘祖符，于是一夜之间成为武林高手。护妹狂魔化身龙拳少年扫除恶霸的同时，也因...详情
922,金刚狼3：殊死一战,"詹姆斯·曼高德,休·杰克曼,帕特里克·斯图尔特,波伊德·霍布鲁克,理查德·E·格兰特,",简介：电影《金刚狼3》为《金刚狼》系列电影的第三集，《金刚狼2》上映后在世界各地的票房都表现不俗，全球票房已经超过4亿美元，这样的好成绩也让20世纪福克斯影业高层对导...详情
923,神战：权力之眼,"尼古拉·科斯特-瓦尔道,布伦顿·思韦茨,杰拉德·巴特勒,查德维克·博斯曼,艾洛蒂·袁,考特尼·伊顿",简介：　　故事发生在繁荣昌盛的尼罗河畔，在天神荷鲁斯（尼古拉·科斯特-瓦尔道 Nikolaj Coster-Waldau 饰）的和平统治之下，百姓们安居乐业，生活在一...详情
924,特别有种：致命行动,"袁红阳,王向侃,唐雅,尼加提,李宸,刘长纯",简介：中国维和警察丁隐所在的小队在某国执行维和任务时遭到突袭，丁隐率同伴李大石、雷娜、特拉法、里昻一行人进入密林，不料却陷入难以逃脱的“象冢”，几个不同身份背景的人面...详情
925,人盾,"苗韵桐,付然,张晶",简介：加瓦共和国总统遭遇政治刺杀，生命危在旦夕，急需女儿素进行骨髓移植。叶远(苗韵桐饰)带领亚基(张晶饰)、雷暴(魏晓璇饰)等特卫人盾小组，需要在72小时之内护送素(...详情
926,白头山,"李秉宪,河正宇,马东锡,全慧珍,裴秀智",简介：李秉宪、河正宇、马东锡确认参演新片[长白山](백두산，暂译)，目前正在调整影片细节问题，该片将由李海淮([金氏漂流记])、金丙书执导。影片讲述长白山火山爆发在即...详情
927,通灵少年2020,"Prin,Suparat,吉拉宇·丹特古,琪洽·安玛达雅混,皮察帕·潘瑟麦察达,Suparat,Meepreecha,察猜·本班尼,Sinjai,Plengpanich",简介：打开一个神奇的世界，一个神奇的动作，一个新的“死灵法师”和“死灵法师”的传说中的“Mak Print”和“鸟”。考差船埠，kotchai，朱兰，鸟，基蒂，chi...详情
928,木兰特工之藏宝图,"李相林,朱荭",简介：本片讲述了以小昭为首的木兰特工队，揭穿了恐怖组织藏宝图背后的秘密，阻止了一场核战的发生，维护了人民的安全。本片将坚强勇敢的女英雄人物形象刻画到位，生动地展现了新...详情
929,安娜,"萨莎·露丝,海伦·米伦,卢克·伊万斯,基里安·墨菲,莱拉·阿波瓦,亚历山大·佩特罗夫,尼基塔·帕夫连科,安娜·克里帕,阿列克谢·马斯洛杜多夫,艾力克·高敦,伊凡·弗拉内克,让·巴蒂斯特·普奇,阿德里安·坎恩,艾莉森·惠勒,安德鲁·霍华德,詹·奥利弗·施罗德,谢尔盖·巴切乌尔斯基,耶斯·利奥丹,詹姆斯·乔因特,雷吉尔·库迪乌,扎克·安德里亚纳索洛,保利妮·霍劳,尼可洛·森尼,伊戈尔·萨沃金,特拉维斯·克舍琴,埃文特·斯特朗,克里斯多夫·泰克,鲁伯特·韦恩-詹姆斯,大卫·科伯恩",简介：故事聚焦神秘女杀手安娜的成长及执行各种暗杀任务的经历，在美丽的外表下，安娜拥有聪明绝顶的头脑和强大的战斗技巧，是世界上最恐怖的刺客之一，她游走于黑白两道，只要被...详情
930,假面骑士平成世代 FOREVER,"奥野壮,犬饲贵丈,押田岳,大幡诗绘理,渡边圭祐,赤楚卫二,高田夏帆,武田航平,水上剑星,佐藤健",简介：《假面骑士平成世代FOREVER》是一部穿越时空的战斗，在常磐庄吾与桐生战兔的世界里发生了异变，就像被替换成别人一般、同伴们的记忆一个接一个地失去了。接着在他们...详情
931,十三猎杀,"谷尚蔚,汤嬿,涩谷天马",简介：《十三猎杀》是北京万唯影业动作IP系列的开山之作。这部以谍战、丛林打斗为题材的电影，讲述了二战时期，一名中国男子与敌国13名职业军人斗智斗勇，并将其逐一猎杀的传...详情
932,铁猴子传奇之花影危机,"杨政,张梦恬",简介：大清道光十七年，白草堂小医馆终于在广州番禺县开张。因为杨天淳周济穷苦百姓，故登门求医者络绎不绝。此时的若兰已经是杨天淳的好帮手，行医配药不在话下，猴拳三十六路如...详情
933,黑暗塔,"马修·麦康纳,伊德里斯·艾尔巴,汤姆·泰勒,丹尼斯·海斯伯特,本·加文,金秀贤,杰基·厄尔·哈利",简介：影片改编自斯蒂芬·金同名小说，版权辗转环球、华纳，导演朗·霍华德、演员哈维尔·巴登、拉塞尔·克劳都曾传闻参与，但均未成行。最终电影版权由索尼获得，[皇家风流史]...详情
934,风流剑客,"诺瑶,郑惜月,方帅,钱昱旭",简介：门主之女独孤芳与穆易一同出行，巧施美人计，诱骗采花盗入局，俩人同心协力歼灭采花大盗。完成任务凯旋归来时，门主再三挽留，怎赖穆易去意以决，门主见留不住，在道别酒中...详情
935,钢之炼金术师,"山田凉介,本田翼,藤冈靛,佐藤隆太,大泉洋,松雪泰子,本乡奏多,莲佛美沙子",简介：《钢之炼金术师》是日本著名动漫，由漫画家荒川弘创作，背景设定在炼金术相当发达的世界。爱德华·艾尔利和他的弟弟阿尔冯斯十分思念亡故的母亲，为了再次见到母亲的微笑，...详情
936,原宿缩影,"武田梨奈,Rina,Takeda,ミンス,ジュノ,JUN,",简介：隶属原宿辖区的女警官横山五月（武田梨奈 饰）和前辈（今野浩喜 饰）的关系紧张，她为此颇为苦恼，如是度过了一个又一个充满焦虑的日子。在外国游客云集的原宿，在某长筒...详情
